"studyID","speciesID","observedSex","captureYear","minimumAge","n"
"PIR-1","PERATE",,2015,0,65
"PIR-1","PERATE",,2016,0,50
"PIR-1","PERATE",,2017,0,40
"PIR-1","PERATE",,2018,0,34
"PIR-1","PERATE",,2019,0,54
"PIR-1","PERATE",,2020,0,81
"PIR-1","PERATE",,2021,0,63
"PIR-1","PERATE",,2022,0,59
"PIR-1","PERATE",,2023,0,27
"PIR-1","PERATE",,2024,0,28
"ROB-1","PARMAJ","F",2015,1,8
"ROB-1","PARMAJ","F",2016,1,6
"ROB-1","PARMAJ","F",2016,2,1
"ROB-1","PARMAJ","F",2017,2,1
"ROB-1","PARMAJ","F",2019,1,11
"ROB-1","PARMAJ","F",2019,3,1
"ROB-1","PARMAJ","F",2021,1,3
"ROB-1","PARMAJ","F",2022,1,4
"ROB-1","PARMAJ","F",2023,0,1
"ROB-1","PARMAJ","F",2023,1,7
"ROB-1","PARMAJ","M",2015,1,8
"ROB-1","PARMAJ","M",2016,1,5
"ROB-1","PARMAJ","M",2019,1,12
"ROB-1","PARMAJ","M",2019,2,1
"ROB-1","PARMAJ","M",2019,3,2
"ROB-1","PARMAJ","M",2021,1,1
"ROB-1","PARMAJ","M",2022,1,4
"ROB-1","PARMAJ","M",2023,1,4
"ROB-1","PARMAJ","U",2014,0,28
"ROB-1","PARMAJ","U",2015,0,75
"ROB-1","PARMAJ","U",2016,0,66
"ROB-1","PARMAJ","U",2017,0,57
"ROB-1","PARMAJ","U",2019,0,111
"ROB-1","PARMAJ","U",2021,0,19
"ROB-1","PARMAJ","U",2022,0,102
"ROB-1","PARMAJ","U",2023,0,67
"ROU-1","CYACAE","F",1991,1,32
"ROU-1","CYACAE","F",1992,0,2
"ROU-1","CYACAE","F",1992,1,44
"ROU-1","CYACAE","F",1992,2,5
"ROU-1","CYACAE","F",1993,0,1
"ROU-1","CYACAE","F",1993,1,33
"ROU-1","CYACAE","F",1993,2,8
"ROU-1","CYACAE","F",1993,3,12
"ROU-1","CYACAE","F",1994,0,6
"ROU-1","CYACAE","F",1994,1,56
"ROU-1","CYACAE","F",1994,2,3
"ROU-1","CYACAE","F",1994,3,15
"ROU-1","CYACAE","F",1995,1,42
"ROU-1","CYACAE","F",1995,2,11
"ROU-1","CYACAE","F",1995,3,2
"ROU-1","CYACAE","F",1995,4,2
"ROU-1","CYACAE","F",1996,0,3
"ROU-1","CYACAE","F",1996,1,30
"ROU-1","CYACAE","F",1996,2,18
"ROU-1","CYACAE","F",1996,3,2
"ROU-1","CYACAE","F",1996,4,2
"ROU-1","CYACAE","F",1997,0,15
"ROU-1","CYACAE","F",1997,1,37
"ROU-1","CYACAE","F",1997,2,12
"ROU-1","CYACAE","F",1997,3,7
"ROU-1","CYACAE","F",1997,,1
"ROU-1","CYACAE","F",1998,0,3
"ROU-1","CYACAE","F",1998,1,48
"ROU-1","CYACAE","F",1998,2,9
"ROU-1","CYACAE","F",1998,3,9
"ROU-1","CYACAE","F",1998,4,5
"ROU-1","CYACAE","F",1999,0,10
"ROU-1","CYACAE","F",1999,1,35
"ROU-1","CYACAE","F",1999,2,6
"ROU-1","CYACAE","F",1999,3,3
"ROU-1","CYACAE","F",1999,4,4
"ROU-1","CYACAE","F",1999,5,1
"ROU-1","CYACAE","F",2000,0,9
"ROU-1","CYACAE","F",2000,1,40
"ROU-1","CYACAE","F",2000,2,10
"ROU-1","CYACAE","F",2000,3,8
"ROU-1","CYACAE","F",2000,4,3
"ROU-1","CYACAE","F",2000,5,2
"ROU-1","CYACAE","F",2000,6,1
"ROU-1","CYACAE","F",2001,0,8
"ROU-1","CYACAE","F",2001,1,39
"ROU-1","CYACAE","F",2001,2,11
"ROU-1","CYACAE","F",2001,3,2
"ROU-1","CYACAE","F",2001,4,1
"ROU-1","CYACAE","F",2001,5,1
"ROU-1","CYACAE","F",2002,0,1
"ROU-1","CYACAE","F",2002,1,34
"ROU-1","CYACAE","F",2002,2,20
"ROU-1","CYACAE","F",2002,3,7
"ROU-1","CYACAE","F",2002,4,2
"ROU-1","CYACAE","F",2002,5,1
"ROU-1","CYACAE","F",2003,0,5
"ROU-1","CYACAE","F",2003,1,54
"ROU-1","CYACAE","F",2003,2,15
"ROU-1","CYACAE","F",2003,3,10
"ROU-1","CYACAE","F",2003,4,7
"ROU-1","CYACAE","F",2003,5,1
"ROU-1","CYACAE","F",2004,0,8
"ROU-1","CYACAE","F",2004,1,40
"ROU-1","CYACAE","F",2004,2,14
"ROU-1","CYACAE","F",2004,3,4
"ROU-1","CYACAE","F",2004,4,5
"ROU-1","CYACAE","F",2004,5,4
"ROU-1","CYACAE","F",2005,0,14
"ROU-1","CYACAE","F",2005,1,37
"ROU-1","CYACAE","F",2005,2,25
"ROU-1","CYACAE","F",2005,3,9
"ROU-1","CYACAE","F",2005,4,4
"ROU-1","CYACAE","F",2005,5,1
"ROU-1","CYACAE","F",2005,6,1
"ROU-1","CYACAE","F",2006,0,13
"ROU-1","CYACAE","F",2006,1,28
"ROU-1","CYACAE","F",2006,2,8
"ROU-1","CYACAE","F",2006,3,3
"ROU-1","CYACAE","F",2006,4,2
"ROU-1","CYACAE","F",2006,5,1
"ROU-1","CYACAE","F",2006,6,1
"ROU-1","CYACAE","F",2007,0,17
"ROU-1","CYACAE","F",2007,1,39
"ROU-1","CYACAE","F",2007,2,8
"ROU-1","CYACAE","F",2007,3,4
"ROU-1","CYACAE","F",2007,4,2
"ROU-1","CYACAE","F",2007,5,2
"ROU-1","CYACAE","F",2008,0,21
"ROU-1","CYACAE","F",2008,1,75
"ROU-1","CYACAE","F",2008,2,14
"ROU-1","CYACAE","F",2008,3,6
"ROU-1","CYACAE","F",2008,4,3
"ROU-1","CYACAE","F",2008,6,1
"ROU-1","CYACAE","F",2009,0,26
"ROU-1","CYACAE","F",2009,1,68
"ROU-1","CYACAE","F",2009,2,24
"ROU-1","CYACAE","F",2009,3,2
"ROU-1","CYACAE","F",2009,4,5
"ROU-1","CYACAE","F",2009,5,1
"ROU-1","CYACAE","F",2009,6,1
"ROU-1","CYACAE","F",2010,0,1
"ROU-1","CYACAE","F",2010,1,53
"ROU-1","CYACAE","F",2010,2,9
"ROU-1","CYACAE","F",2010,3,14
"ROU-1","CYACAE","F",2010,4,4
"ROU-1","CYACAE","F",2010,5,1
"ROU-1","CYACAE","F",2010,6,1
"ROU-1","CYACAE","F",2011,0,27
"ROU-1","CYACAE","F",2011,1,57
"ROU-1","CYACAE","F",2011,2,1
"ROU-1","CYACAE","F",2011,3,8
"ROU-1","CYACAE","F",2011,4,3
"ROU-1","CYACAE","F",2011,5,1
"ROU-1","CYACAE","F",2012,0,7
"ROU-1","CYACAE","F",2012,1,64
"ROU-1","CYACAE","F",2012,2,16
"ROU-1","CYACAE","F",2012,3,1
"ROU-1","CYACAE","F",2012,4,2
"ROU-1","CYACAE","F",2012,5,1
"ROU-1","CYACAE","F",2013,0,3
"ROU-1","CYACAE","F",2013,1,29
"ROU-1","CYACAE","F",2013,2,19
"ROU-1","CYACAE","F",2013,3,3
"ROU-1","CYACAE","F",2013,4,2
"ROU-1","CYACAE","F",2013,,1
"ROU-1","CYACAE","F",2014,0,11
"ROU-1","CYACAE","F",2014,1,61
"ROU-1","CYACAE","F",2014,2,14
"ROU-1","CYACAE","F",2014,3,4
"ROU-1","CYACAE","F",2014,4,3
"ROU-1","CYACAE","F",2014,5,1
"ROU-1","CYACAE","F",2014,,1
"ROU-1","CYACAE","F",2015,0,3
"ROU-1","CYACAE","F",2015,1,53
"ROU-1","CYACAE","F",2015,2,20
"ROU-1","CYACAE","F",2015,3,5
"ROU-1","CYACAE","F",2015,4,2
"ROU-1","CYACAE","F",2015,5,1
"ROU-1","CYACAE","F",2015,6,2
"ROU-1","CYACAE","F",2016,0,4
"ROU-1","CYACAE","F",2016,1,58
"ROU-1","CYACAE","F",2016,2,8
"ROU-1","CYACAE","F",2016,3,13
"ROU-1","CYACAE","F",2016,4,1
"ROU-1","CYACAE","F",2016,5,1
"ROU-1","CYACAE","F",2017,0,5
"ROU-1","CYACAE","F",2017,1,50
"ROU-1","CYACAE","F",2017,2,17
"ROU-1","CYACAE","F",2017,3,2
"ROU-1","CYACAE","F",2017,4,7
"ROU-1","CYACAE","F",2018,0,3
"ROU-1","CYACAE","F",2018,1,25
"ROU-1","CYACAE","F",2018,2,5
"ROU-1","CYACAE","F",2018,3,12
"ROU-1","CYACAE","F",2018,4,8
"ROU-1","CYACAE","F",2018,5,3
"ROU-1","CYACAE","F",2018,6,2
"ROU-1","CYACAE","F",2019,0,12
"ROU-1","CYACAE","F",2019,1,44
"ROU-1","CYACAE","F",2019,2,2
"ROU-1","CYACAE","F",2019,3,4
"ROU-1","CYACAE","F",2019,4,10
"ROU-1","CYACAE","F",2019,5,2
"ROU-1","CYACAE","F",2020,0,10
"ROU-1","CYACAE","F",2020,1,45
"ROU-1","CYACAE","F",2020,2,3
"ROU-1","CYACAE","F",2020,3,2
"ROU-1","CYACAE","F",2020,4,3
"ROU-1","CYACAE","F",2020,5,1
"ROU-1","CYACAE","F",2020,6,2
"ROU-1","CYACAE","F",2020,7,1
"ROU-1","CYACAE","F",2021,0,8
"ROU-1","CYACAE","F",2021,1,70
"ROU-1","CYACAE","F",2021,2,19
"ROU-1","CYACAE","F",2021,3,4
"ROU-1","CYACAE","F",2021,4,1
"ROU-1","CYACAE","F",2021,5,1
"ROU-1","CYACAE","F",2021,6,2
"ROU-1","CYACAE","F",2022,0,8
"ROU-1","CYACAE","F",2022,1,47
"ROU-1","CYACAE","F",2022,2,29
"ROU-1","CYACAE","F",2022,3,7
"ROU-1","CYACAE","F",2022,4,2
"ROU-1","CYACAE","F",2022,6,1
"ROU-1","CYACAE","F",2023,0,17
"ROU-1","CYACAE","F",2023,1,58
"ROU-1","CYACAE","F",2023,2,11
"ROU-1","CYACAE","F",2023,3,10
"ROU-1","CYACAE","F",2023,4,5
"ROU-1","CYACAE","F",2024,0,16
"ROU-1","CYACAE","F",2024,1,58
"ROU-1","CYACAE","F",2024,2,8
"ROU-1","CYACAE","F",2024,3,6
"ROU-1","CYACAE","F",2024,4,6
"ROU-1","CYACAE","F",2024,5,3
"ROU-1","CYACAE","F",2025,1,1
"ROU-1","CYACAE","M",1991,1,28
"ROU-1","CYACAE","M",1992,0,3
"ROU-1","CYACAE","M",1992,1,42
"ROU-1","CYACAE","M",1993,0,2
"ROU-1","CYACAE","M",1993,1,21
"ROU-1","CYACAE","M",1993,2,13
"ROU-1","CYACAE","M",1993,3,5
"ROU-1","CYACAE","M",1994,0,12
"ROU-1","CYACAE","M",1994,1,45
"ROU-1","CYACAE","M",1994,2,5
"ROU-1","CYACAE","M",1994,3,8
"ROU-1","CYACAE","M",1995,0,7
"ROU-1","CYACAE","M",1995,1,29
"ROU-1","CYACAE","M",1995,2,11
"ROU-1","CYACAE","M",1995,3,2
"ROU-1","CYACAE","M",1995,4,3
"ROU-1","CYACAE","M",1996,0,6
"ROU-1","CYACAE","M",1996,1,28
"ROU-1","CYACAE","M",1996,2,9
"ROU-1","CYACAE","M",1996,3,4
"ROU-1","CYACAE","M",1996,4,1
"ROU-1","CYACAE","M",1996,5,2
"ROU-1","CYACAE","M",1997,0,22
"ROU-1","CYACAE","M",1997,1,30
"ROU-1","CYACAE","M",1997,2,13
"ROU-1","CYACAE","M",1997,3,3
"ROU-1","CYACAE","M",1997,4,2
"ROU-1","CYACAE","M",1997,6,1
"ROU-1","CYACAE","M",1998,0,9
"ROU-1","CYACAE","M",1998,1,37
"ROU-1","CYACAE","M",1998,2,15
"ROU-1","CYACAE","M",1998,3,10
"ROU-1","CYACAE","M",1998,4,3
"ROU-1","CYACAE","M",1998,5,1
"ROU-1","CYACAE","M",1999,0,13
"ROU-1","CYACAE","M",1999,1,17
"ROU-1","CYACAE","M",1999,2,22
"ROU-1","CYACAE","M",1999,3,5
"ROU-1","CYACAE","M",1999,4,2
"ROU-1","CYACAE","M",2000,0,8
"ROU-1","CYACAE","M",2000,1,30
"ROU-1","CYACAE","M",2000,2,8
"ROU-1","CYACAE","M",2000,3,13
"ROU-1","CYACAE","M",2000,4,5
"ROU-1","CYACAE","M",2000,5,1
"ROU-1","CYACAE","M",2001,0,7
"ROU-1","CYACAE","M",2001,1,28
"ROU-1","CYACAE","M",2001,2,7
"ROU-1","CYACAE","M",2001,3,1
"ROU-1","CYACAE","M",2001,4,3
"ROU-1","CYACAE","M",2001,5,2
"ROU-1","CYACAE","M",2002,0,4
"ROU-1","CYACAE","M",2002,1,29
"ROU-1","CYACAE","M",2002,2,17
"ROU-1","CYACAE","M",2002,3,4
"ROU-1","CYACAE","M",2002,4,2
"ROU-1","CYACAE","M",2002,5,7
"ROU-1","CYACAE","M",2002,7,1
"ROU-1","CYACAE","M",2003,0,10
"ROU-1","CYACAE","M",2003,1,40
"ROU-1","CYACAE","M",2003,2,12
"ROU-1","CYACAE","M",2003,3,11
"ROU-1","CYACAE","M",2003,4,3
"ROU-1","CYACAE","M",2003,6,1
"ROU-1","CYACAE","M",2004,0,9
"ROU-1","CYACAE","M",2004,1,29
"ROU-1","CYACAE","M",2004,2,12
"ROU-1","CYACAE","M",2004,3,11
"ROU-1","CYACAE","M",2004,4,6
"ROU-1","CYACAE","M",2004,5,3
"ROU-1","CYACAE","M",2005,0,17
"ROU-1","CYACAE","M",2005,1,23
"ROU-1","CYACAE","M",2005,2,17
"ROU-1","CYACAE","M",2005,3,9
"ROU-1","CYACAE","M",2005,4,5
"ROU-1","CYACAE","M",2005,5,8
"ROU-1","CYACAE","M",2006,0,12
"ROU-1","CYACAE","M",2006,1,24
"ROU-1","CYACAE","M",2006,2,9
"ROU-1","CYACAE","M",2006,3,3
"ROU-1","CYACAE","M",2006,4,2
"ROU-1","CYACAE","M",2006,5,1
"ROU-1","CYACAE","M",2006,6,1
"ROU-1","CYACAE","M",2007,0,21
"ROU-1","CYACAE","M",2007,1,30
"ROU-1","CYACAE","M",2007,2,6
"ROU-1","CYACAE","M",2007,3,5
"ROU-1","CYACAE","M",2007,4,2
"ROU-1","CYACAE","M",2007,5,1
"ROU-1","CYACAE","M",2007,7,1
"ROU-1","CYACAE","M",2008,0,28
"ROU-1","CYACAE","M",2008,1,63
"ROU-1","CYACAE","M",2008,2,16
"ROU-1","CYACAE","M",2008,3,5
"ROU-1","CYACAE","M",2008,4,3
"ROU-1","CYACAE","M",2009,0,35
"ROU-1","CYACAE","M",2009,1,67
"ROU-1","CYACAE","M",2009,2,20
"ROU-1","CYACAE","M",2009,3,4
"ROU-1","CYACAE","M",2009,4,3
"ROU-1","CYACAE","M",2009,5,2
"ROU-1","CYACAE","M",2010,0,8
"ROU-1","CYACAE","M",2010,1,39
"ROU-1","CYACAE","M",2010,2,8
"ROU-1","CYACAE","M",2010,3,17
"ROU-1","CYACAE","M",2010,4,2
"ROU-1","CYACAE","M",2010,6,1
"ROU-1","CYACAE","M",2011,0,39
"ROU-1","CYACAE","M",2011,1,28
"ROU-1","CYACAE","M",2011,2,11
"ROU-1","CYACAE","M",2011,3,5
"ROU-1","CYACAE","M",2011,4,3
"ROU-1","CYACAE","M",2011,,2
"ROU-1","CYACAE","M",2012,0,4
"ROU-1","CYACAE","M",2012,1,44
"ROU-1","CYACAE","M",2012,2,9
"ROU-1","CYACAE","M",2012,3,2
"ROU-1","CYACAE","M",2012,4,3
"ROU-1","CYACAE","M",2012,5,2
"ROU-1","CYACAE","M",2012,,2
"ROU-1","CYACAE","M",2013,0,7
"ROU-1","CYACAE","M",2013,1,23
"ROU-1","CYACAE","M",2013,2,14
"ROU-1","CYACAE","M",2013,3,3
"ROU-1","CYACAE","M",2013,4,1
"ROU-1","CYACAE","M",2013,5,1
"ROU-1","CYACAE","M",2013,,2
"ROU-1","CYACAE","M",2014,0,30
"ROU-1","CYACAE","M",2014,1,42
"ROU-1","CYACAE","M",2014,2,8
"ROU-1","CYACAE","M",2014,3,8
"ROU-1","CYACAE","M",2014,4,2
"ROU-1","CYACAE","M",2015,0,4
"ROU-1","CYACAE","M",2015,1,46
"ROU-1","CYACAE","M",2015,2,16
"ROU-1","CYACAE","M",2015,3,3
"ROU-1","CYACAE","M",2015,4,3
"ROU-1","CYACAE","M",2015,5,1
"ROU-1","CYACAE","M",2015,,1
"ROU-1","CYACAE","M",2016,0,4
"ROU-1","CYACAE","M",2016,1,34
"ROU-1","CYACAE","M",2016,2,31
"ROU-1","CYACAE","M",2016,3,9
"ROU-1","CYACAE","M",2016,4,4
"ROU-1","CYACAE","M",2016,,1
"ROU-1","CYACAE","M",2017,0,4
"ROU-1","CYACAE","M",2017,1,33
"ROU-1","CYACAE","M",2017,2,9
"ROU-1","CYACAE","M",2017,3,23
"ROU-1","CYACAE","M",2017,4,3
"ROU-1","CYACAE","M",2017,5,1
"ROU-1","CYACAE","M",2018,0,2
"ROU-1","CYACAE","M",2018,1,19
"ROU-1","CYACAE","M",2018,2,11
"ROU-1","CYACAE","M",2018,3,8
"ROU-1","CYACAE","M",2018,4,7
"ROU-1","CYACAE","M",2018,5,3
"ROU-1","CYACAE","M",2019,0,24
"ROU-1","CYACAE","M",2019,1,22
"ROU-1","CYACAE","M",2019,2,8
"ROU-1","CYACAE","M",2019,3,8
"ROU-1","CYACAE","M",2019,4,3
"ROU-1","CYACAE","M",2019,5,3
"ROU-1","CYACAE","M",2019,6,1
"ROU-1","CYACAE","M",2020,0,9
"ROU-1","CYACAE","M",2020,1,38
"ROU-1","CYACAE","M",2020,2,9
"ROU-1","CYACAE","M",2020,3,5
"ROU-1","CYACAE","M",2020,4,4
"ROU-1","CYACAE","M",2020,5,2
"ROU-1","CYACAE","M",2020,6,2
"ROU-1","CYACAE","M",2021,0,8
"ROU-1","CYACAE","M",2021,1,54
"ROU-1","CYACAE","M",2021,2,21
"ROU-1","CYACAE","M",2021,3,5
"ROU-1","CYACAE","M",2021,4,6
"ROU-1","CYACAE","M",2021,5,2
"ROU-1","CYACAE","M",2021,6,1
"ROU-1","CYACAE","M",2022,0,10
"ROU-1","CYACAE","M",2022,1,39
"ROU-1","CYACAE","M",2022,2,25
"ROU-1","CYACAE","M",2022,3,12
"ROU-1","CYACAE","M",2022,4,4
"ROU-1","CYACAE","M",2022,7,1
"ROU-1","CYACAE","M",2023,0,20
"ROU-1","CYACAE","M",2023,1,39
"ROU-1","CYACAE","M",2023,2,18
"ROU-1","CYACAE","M",2023,3,7
"ROU-1","CYACAE","M",2023,4,6
"ROU-1","CYACAE","M",2023,5,1
"ROU-1","CYACAE","M",2023,6,1
"ROU-1","CYACAE","M",2024,0,21
"ROU-1","CYACAE","M",2024,1,41
"ROU-1","CYACAE","M",2024,2,14
"ROU-1","CYACAE","M",2024,3,8
"ROU-1","CYACAE","M",2024,4,3
"ROU-1","CYACAE","M",2024,5,6
"ROU-1","CYACAE","U",1994,1,4
"ROU-1","CYACAE","U",1995,1,3
"ROU-1","CYACAE","U",1997,0,1
"ROU-1","CYACAE","U",1998,0,1
"ROU-1","CYACAE","U",1998,1,1
"ROU-1","CYACAE","U",1999,1,3
"ROU-1","CYACAE","U",1999,2,1
"ROU-1","CYACAE","U",1999,4,1
"ROU-1","CYACAE","U",2009,1,1
"ROU-1","CYACAE","U",2020,3,1
"ROU-1","CYACAE",,1991,0,290
"ROU-1","CYACAE",,1991,,4
"ROU-1","CYACAE",,1992,0,367
"ROU-1","CYACAE",,1992,,1
"ROU-1","CYACAE",,1993,0,337
"ROU-1","CYACAE",,1993,,66
"ROU-1","CYACAE",,1994,0,260
"ROU-1","CYACAE",,1994,,8
"ROU-1","CYACAE",,1995,0,341
"ROU-1","CYACAE",,1995,,16
"ROU-1","CYACAE",,1996,0,429
"ROU-1","CYACAE",,1996,,1
"ROU-1","CYACAE",,1997,0,467
"ROU-1","CYACAE",,1997,,44
"ROU-1","CYACAE",,1998,0,509
"ROU-1","CYACAE",,1999,0,420
"ROU-1","CYACAE",,2000,0,615
"ROU-1","CYACAE",,2001,0,478
"ROU-1","CYACAE",,2001,,3
"ROU-1","CYACAE",,2002,0,581
"ROU-1","CYACAE",,2002,,2
"ROU-1","CYACAE",,2003,0,660
"ROU-1","CYACAE",,2004,0,655
"ROU-1","CYACAE",,2004,1,1
"ROU-1","CYACAE",,2005,0,741
"ROU-1","CYACAE",,2006,0,539
"ROU-1","CYACAE",,2007,0,504
"ROU-1","CYACAE",,2008,0,637
"ROU-1","CYACAE",,2009,0,370
"ROU-1","CYACAE",,2010,0,713
"ROU-1","CYACAE",,2010,,9
"ROU-1","CYACAE",,2011,0,828
"ROU-1","CYACAE",,2012,0,477
"ROU-1","CYACAE",,2012,,113
"ROU-1","CYACAE",,2013,0,499
"ROU-1","CYACAE",,2014,0,738
"ROU-1","CYACAE",,2015,0,602
"ROU-1","CYACAE",,2016,0,558
"ROU-1","CYACAE",,2017,0,406
"ROU-1","CYACAE",,2018,0,436
"ROU-1","CYACAE",,2019,0,511
"ROU-1","CYACAE",,2020,0,507
"ROU-1","CYACAE",,2021,0,601
"ROU-1","CYACAE",,2022,0,727
"ROU-1","CYACAE",,2023,0,773
"ROU-1","CYACAE",,2024,0,585
"ROU-1","PARMAJ","F",1991,1,1
"ROU-1","PARMAJ","F",1992,1,6
"ROU-1","PARMAJ","F",1992,2,1
"ROU-1","PARMAJ","F",1993,0,1
"ROU-1","PARMAJ","F",1993,1,4
"ROU-1","PARMAJ","F",1993,2,1
"ROU-1","PARMAJ","F",1993,,1
"ROU-1","PARMAJ","F",1994,1,21
"ROU-1","PARMAJ","F",1994,3,2
"ROU-1","PARMAJ","F",1995,1,25
"ROU-1","PARMAJ","F",1995,2,2
"ROU-1","PARMAJ","F",1995,3,1
"ROU-1","PARMAJ","F",1996,0,1
"ROU-1","PARMAJ","F",1996,1,14
"ROU-1","PARMAJ","F",1996,2,6
"ROU-1","PARMAJ","F",1996,5,1
"ROU-1","PARMAJ","F",1997,0,6
"ROU-1","PARMAJ","F",1997,1,11
"ROU-1","PARMAJ","F",1997,2,6
"ROU-1","PARMAJ","F",1997,3,2
"ROU-1","PARMAJ","F",1997,6,1
"ROU-1","PARMAJ","F",1998,0,2
"ROU-1","PARMAJ","F",1998,1,21
"ROU-1","PARMAJ","F",1998,2,1
"ROU-1","PARMAJ","F",1998,3,4
"ROU-1","PARMAJ","F",1999,0,3
"ROU-1","PARMAJ","F",1999,1,13
"ROU-1","PARMAJ","F",1999,2,4
"ROU-1","PARMAJ","F",1999,4,1
"ROU-1","PARMAJ","F",2000,0,7
"ROU-1","PARMAJ","F",2000,1,25
"ROU-1","PARMAJ","F",2000,2,1
"ROU-1","PARMAJ","F",2000,3,2
"ROU-1","PARMAJ","F",2000,4,1
"ROU-1","PARMAJ","F",2000,5,1
"ROU-1","PARMAJ","F",2001,0,1
"ROU-1","PARMAJ","F",2001,1,13
"ROU-1","PARMAJ","F",2001,2,2
"ROU-1","PARMAJ","F",2001,6,1
"ROU-1","PARMAJ","F",2002,1,5
"ROU-1","PARMAJ","F",2002,2,5
"ROU-1","PARMAJ","F",2002,3,1
"ROU-1","PARMAJ","F",2003,1,6
"ROU-1","PARMAJ","F",2003,3,2
"ROU-1","PARMAJ","F",2004,1,9
"ROU-1","PARMAJ","F",2004,2,1
"ROU-1","PARMAJ","F",2004,5,1
"ROU-1","PARMAJ","F",2005,0,1
"ROU-1","PARMAJ","F",2005,1,7
"ROU-1","PARMAJ","F",2005,2,2
"ROU-1","PARMAJ","F",2006,1,10
"ROU-1","PARMAJ","F",2006,2,1
"ROU-1","PARMAJ","F",2007,1,2
"ROU-1","PARMAJ","F",2008,1,13
"ROU-1","PARMAJ","F",2008,2,1
"ROU-1","PARMAJ","F",2009,1,13
"ROU-1","PARMAJ","F",2009,2,2
"ROU-1","PARMAJ","F",2009,3,1
"ROU-1","PARMAJ","F",2010,0,1
"ROU-1","PARMAJ","F",2010,1,8
"ROU-1","PARMAJ","F",2011,1,1
"ROU-1","PARMAJ","F",2012,1,11
"ROU-1","PARMAJ","F",2013,0,2
"ROU-1","PARMAJ","F",2013,1,14
"ROU-1","PARMAJ","F",2014,0,3
"ROU-1","PARMAJ","F",2014,1,28
"ROU-1","PARMAJ","F",2014,2,1
"ROU-1","PARMAJ","F",2015,0,1
"ROU-1","PARMAJ","F",2015,1,15
"ROU-1","PARMAJ","F",2015,2,7
"ROU-1","PARMAJ","F",2015,3,1
"ROU-1","PARMAJ","F",2016,0,1
"ROU-1","PARMAJ","F",2016,1,15
"ROU-1","PARMAJ","F",2016,2,6
"ROU-1","PARMAJ","F",2016,3,3
"ROU-1","PARMAJ","F",2017,0,2
"ROU-1","PARMAJ","F",2017,1,27
"ROU-1","PARMAJ","F",2017,2,4
"ROU-1","PARMAJ","F",2017,3,2
"ROU-1","PARMAJ","F",2018,0,1
"ROU-1","PARMAJ","F",2018,1,16
"ROU-1","PARMAJ","F",2018,2,6
"ROU-1","PARMAJ","F",2018,3,5
"ROU-1","PARMAJ","F",2018,4,2
"ROU-1","PARMAJ","F",2018,5,1
"ROU-1","PARMAJ","F",2019,0,7
"ROU-1","PARMAJ","F",2019,1,23
"ROU-1","PARMAJ","F",2019,2,1
"ROU-1","PARMAJ","F",2019,3,3
"ROU-1","PARMAJ","F",2019,4,1
"ROU-1","PARMAJ","F",2019,6,1
"ROU-1","PARMAJ","F",2020,1,31
"ROU-1","PARMAJ","F",2020,2,7
"ROU-1","PARMAJ","F",2020,3,1
"ROU-1","PARMAJ","F",2020,4,1
"ROU-1","PARMAJ","F",2021,0,4
"ROU-1","PARMAJ","F",2021,1,38
"ROU-1","PARMAJ","F",2021,2,2
"ROU-1","PARMAJ","F",2021,3,1
"ROU-1","PARMAJ","F",2022,0,2
"ROU-1","PARMAJ","F",2022,1,39
"ROU-1","PARMAJ","F",2022,2,14
"ROU-1","PARMAJ","F",2022,3,1
"ROU-1","PARMAJ","F",2023,0,1
"ROU-1","PARMAJ","F",2023,1,27
"ROU-1","PARMAJ","F",2023,2,5
"ROU-1","PARMAJ","F",2023,3,7
"ROU-1","PARMAJ","F",2024,0,3
"ROU-1","PARMAJ","F",2024,1,24
"ROU-1","PARMAJ","F",2024,2,3
"ROU-1","PARMAJ","F",2024,3,4
"ROU-1","PARMAJ","F",2024,4,1
"ROU-1","PARMAJ","F",2025,1,4
"ROU-1","PARMAJ","M",1991,1,2
"ROU-1","PARMAJ","M",1992,1,7
"ROU-1","PARMAJ","M",1993,0,1
"ROU-1","PARMAJ","M",1993,1,2
"ROU-1","PARMAJ","M",1993,2,4
"ROU-1","PARMAJ","M",1993,,1
"ROU-1","PARMAJ","M",1994,1,19
"ROU-1","PARMAJ","M",1994,2,2
"ROU-1","PARMAJ","M",1994,3,1
"ROU-1","PARMAJ","M",1994,,2
"ROU-1","PARMAJ","M",1995,0,1
"ROU-1","PARMAJ","M",1995,1,18
"ROU-1","PARMAJ","M",1995,2,4
"ROU-1","PARMAJ","M",1995,3,1
"ROU-1","PARMAJ","M",1995,,2
"ROU-1","PARMAJ","M",1996,0,2
"ROU-1","PARMAJ","M",1996,1,10
"ROU-1","PARMAJ","M",1996,2,3
"ROU-1","PARMAJ","M",1996,3,2
"ROU-1","PARMAJ","M",1996,,2
"ROU-1","PARMAJ","M",1997,0,7
"ROU-1","PARMAJ","M",1997,1,12
"ROU-1","PARMAJ","M",1997,2,5
"ROU-1","PARMAJ","M",1997,3,2
"ROU-1","PARMAJ","M",1997,4,1
"ROU-1","PARMAJ","M",1998,0,3
"ROU-1","PARMAJ","M",1998,1,12
"ROU-1","PARMAJ","M",1998,2,2
"ROU-1","PARMAJ","M",1999,0,2
"ROU-1","PARMAJ","M",1999,1,19
"ROU-1","PARMAJ","M",1999,2,2
"ROU-1","PARMAJ","M",1999,3,2
