"studyID","speciesID","observedLayYear","mean_clutch","min_clutch","max_clutch","mean_brood","min_brood","max_brood","mean_fledge","min_fledge","max_fledge","n_row"
"ROU-1","PARMAJ",1998,8,6,11,5,0,10,4,0,10,20
"ROU-1","PARMAJ",1999,9,4,14,7,0,14,3,0,9,30
"ROU-1","PARMAJ",2000,8,3,12,6,0,11,5,0,10,60
"ROU-1","PARMAJ",2001,8,1,15,7,0,15,2,0,8,56
"ROU-1","PARMAJ",2002,8,4,10,7,0,10,5,0,10,25
"ROU-1","PARMAJ",2003,9,6,12,8,3,12,7,0,10,21
"ROU-1","PARMAJ",2004,9,3,13,9,3,13,8,0,12,15
"ROU-1","PARMAJ",2005,9,6,12,8,2,12,6,0,12,35
"ROU-1","PARMAJ",2006,10,7,12,9,7,12,8,0,12,14
"ROU-1","PARMAJ",2007,9,5,14,8,0,14,6,0,11,21
"ROU-1","PARMAJ",2008,8,2,11,7,0,11,3,0,9,33
"ROU-1","PARMAJ",2009,8,2,13,7,2,11,3,0,10,22
"ROU-1","PARMAJ",2010,9,4,12,6,0,10,3,0,10,31
"ROU-1","PARMAJ",2011,9,7,12,9,3,12,7,3,11,16
"ROU-1","PARMAJ",2012,8,5,11,6,0,11,4,0,9,27
"ROU-1","PARMAJ",2013,9,7,13,8,0,12,4,0,10,31
"ROU-1","PARMAJ",2014,9,3,14,8,0,14,4,0,10,58
"ROU-1","PARMAJ",2015,8,3,11,7,0,11,4,0,9,45
"ROU-1","PARMAJ",2016,8,4,12,8,0,12,3,0,10,47
"ROU-1","PARMAJ",2017,9,6,12,8,0,12,5,0,10,51
"ROU-1","PARMAJ",2018,9,3,16,8,0,12,6,0,11,56
"ROU-1","PARMAJ",2019,9,5,12,7,0,11,4,0,11,67
"ROU-1","PARMAJ",2020,8,4,12,7,0,12,6,0,10,64
"ROU-1","PARMAJ",2021,8,4,13,6,0,13,4,0,11,88
"ROU-1","PARMAJ",2022,8,2,13,6,0,13,5,0,11,84
"ROU-1","PARMAJ",2023,8,5,12,7,0,11,5,0,10,77
"ROU-1","PARMAJ",2024,9,3,12,6,0,11,5,0,11,70
"STR-1","CYACAE",2017,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,12
"STR-1","CYACAE",2018,9,9,9,9,9,9,,Inf,-Inf,16
"STR-1","CYACAE",2019,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,15
"STR-1","CYACAE",2021,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,28
"STR-1","CYACAE",2022,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,28
"STR-1","CYACAE",2023,7,1,11,7,7,7,,Inf,-Inf,28
"STR-1","PARMAJ",2014,5,1,8,3,0,7,0,0,0,6
"STR-1","PARMAJ",2015,6,4,9,3,0,7,0,0,0,9
"STR-1","PARMAJ",2016,5,1,9,2,0,7,0,0,0,9
"STR-1","PARMAJ",2017,7,1,10,5,0,10,2,0,6,18
"STR-1","PARMAJ",2018,8,5,10,7,2,9,5,0,9,33
"STR-1","PARMAJ",2019,8,4,10,7,0,10,2,0,8,56
"STR-1","PARMAJ",2020,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,18
"STR-1","PARMAJ",2021,7,3,10,5,0,9,1,0,8,54
"STR-1","PARMAJ",2022,7,1,10,6,0,10,4,0,9,45
"STR-1","PARMAJ",2023,7,3,12,6,0,9,4,0,9,75
"STR-1","PASDOM",2021,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,1
"STR-1","SITEUR",2018,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,1
"STR-1","SITEUR",2019,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,1
"WAN-1","CYACAE",2010,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,4
"WAN-1","CYACAE",2011,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,14
"WAN-1","CYACAE",2012,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,15
"WAN-1","CYACAE",2013,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,2
"WAN-1","CYACAE",2014,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,3
"WAN-1","CYACAE",2015,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,8
"WAN-1","CYACAE",2016,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,22
"WAN-1","CYACAE",2017,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,9
"WAN-1","CYACAE",2018,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,1
"WAN-1","CYACAE",2019,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,15
"WAN-1","CYACAE",2021,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,31
"WAN-1","CYACAE",2022,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,28
"WAN-1","CYACAE",2023,7,1,12,0,0,0,0,0,0,17
"WAN-1","PARMAJ",2010,10,1,13,7,0,12,0,0,0,27
"WAN-1","PARMAJ",2011,9,4,12,8,0,12,0,0,0,24
"WAN-1","PARMAJ",2012,9,1,14,7,0,12,0,0,0,30
"WAN-1","PARMAJ",2013,9,6,12,8,3,12,,Inf,-Inf,13
"WAN-1","PARMAJ",2014,9,1,13,7,0,12,0,0,0,25
"WAN-1","PARMAJ",2015,8,5,13,7,0,13,0,0,0,49
"WAN-1","PARMAJ",2016,8,1,12,5,0,11,0,0,6,66
"WAN-1","PARMAJ",2017,9,1,16,6,0,12,4,0,12,75
"WAN-1","PARMAJ",2018,9,1,15,6,0,10,3,0,8,30
"WAN-1","PARMAJ",2019,9,6,18,8,0,11,5,0,11,72
"WAN-1","PARMAJ",2020,,Inf,-Inf,,Inf,-Inf,0,0,0,15
"WAN-1","PARMAJ",2021,8,1,10,6,0,10,3,0,9,73
"WAN-1","PARMAJ",2022,8,1,18,6,0,12,5,0,10,78
"WAN-1","PARMAJ",2023,8,1,12,6,0,11,5,0,10,52
"WAN-1","PASDOM",2010,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,1
"WAN-1","PASDOM",2011,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,1
"WAN-1","PASDOM",2012,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,1
"WAN-1","SITEUR",2010,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,1
"WAN-1","SITEUR",2011,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,2
"WAN-1","SITEUR",2013,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,2
"WAN-1","SITEUR",2014,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,1
"WAN-1","SITEUR",2017,,Inf,-Inf,,Inf,-Inf,,Inf,-Inf,3
